title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2,latitude,longitude
"Namješten dvosoban stan Bulevar/Stup/Ilidža 42,10m2",https://olx.ba/artikal/70461875,262000.0,Ilidža,Dobro stanje,Prodaja,Stan,2.0,42.0,Namješten,8,Centralno (Kotlovnica),6238.095238095239,,
Trosoban stan Nova Vogošća,https://olx.ba/artikal/66388960,262000.0,Vogošća,Novogradnja,Prodaja,Stan,3.0,67.0,Nenamješten,0,Centralno (gradsko),3910.4477611940297,43.898058,18.357081
"Trosoban stan 68m2, Alipašino polje - ZettaNekretnine",https://olx.ba/artikal/70774040,263000.0,Sarajevo - Novi Grad,Za renoviranje,Prodaja,Stan,3.0,68.0,Namješten,0,Centralno (gradsko),3867.647058823529,,
"Exkluzivno-namješten useljiv stan Stup Bulevar 55,05 m2",https://olx.ba/artikal/70907955,264240.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,55.05,Namješten,6,Plin,4800.0,43.839874,18.324258
Dvosoban stan Tibra/Stup/Ilidža 56m2,https://olx.ba/artikal/71705942,265000.0,Ilidža,Dobro stanje,Prodaja,Stan,2.0,56.0,Namješten,9,Centralno (Kotlovnica),4732.142857142857,43.839627,18.326358
Praktičan dvosoban stan / 1. sprat / 53m2 / Grbavica,https://olx.ba/artikal/71021981,265000.0,Sarajevo - Novo Sarajevo,Parcijalno renoviran,Prodaja,Stan,2.0,53.0,Polunamješten,1,Struja,5000.0,,
"TROSOBAN STAN, ALIPAŠINO POLJE, NOVI GRAD",https://olx.ba/artikal/70040333,265000.0,Sarajevo - Novi Grad,Za renoviranje,Prodaja,Stan,3.0,64.0,Namješten,0,Centralno (gradsko),4140.625,43.843207,18.344695
Stan Sarajevo-Novi grad 59m2,https://olx.ba/artikal/71652733,265500.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,59.0,Polunamješten,3,Centralno (gradsko),4500.0,43.846383,18.356379
MY SPACE/ Apartman sa garazom/ Bjelasnica/ NOVOGRADNJA/ 42 m2,https://olx.ba/artikal/54788429,266000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,42.0,Namješten,1,Centralno (Plin),6333.333333333333,43.716084,18.288453
"Vrtovi Sunca, trosoban stan, prizemlje",https://olx.ba/artikal/65090918,266000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,73.0,Nenamješten,0,Plin,3643.835616438356,,
DVOSOBAN STAN / ALTIUM / NOVOGRADNJA / PIONIRSKA / Prodaja,https://olx.ba/artikal/69868079,266378.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,50.28,Nenamješten,0,Struja,5297.891805887032,43.879338,18.415706
Stanovi i apartmani Sarajevo - Novi Grad,https://olx.ba/artikal/71538204,268000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,67.0,Namješten,6,Centralno (Plin),4000.0,,
MY SPACE/ Stan/ Grbavica/ RENOVIRAN/ 54 m2,https://olx.ba/artikal/68442264,269000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,54.0,Polunamješten,4,Centralno (gradsko),4981.481481481482,,
"PROSTOR prodaje: Trosoban stan sa balkonom, Dobrinja",https://olx.ba/artikal/70454752,269000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,3.0,72.0,Nenamješten,4,Centralno (gradsko),3736.1111111111113,43.829156,18.357138
Stanovi i apartmani Sarajevo - Novi Grad,https://olx.ba/artikal/70928827,269000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,3.0,67.0,Polunamješten,6,Centralno (gradsko),4014.925373134328,43.874666,18.324135
CAPITAL/ Trosoban stan Dobrinja 2/ 67m2/ 6.sprat-lift,https://olx.ba/artikal/70958622,269000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,3.0,67.0,Namješten,6,Centralno (gradsko),4014.925373134328,43.827098,18.349156
Vraca | Stan 90m2 | Novo Sarajevo,https://olx.ba/artikal/67908815,270000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,,90.0,Nenamješten,3,Plin,3000.0,,
MY SPACE/ Stan/ Vraca/ RENOVIRAN/ 90 m2,https://olx.ba/artikal/70310255,270000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,90.0,Polunamješten,1,Struja,3000.0,43.846281,18.397033
MY SPACE/ Stan/ Centar/ 50 m2,https://olx.ba/artikal/66324771,270000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,50.0,Nenamješten,1,Struja,5400.0,43.859428,18.418366
Apartman Bjelašnica,https://olx.ba/artikal/67115978,270000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,45.0,Nenamješten,2,Ostalo,6000.0,43.714039,18.28559
Strogi Centar/Sloga - Dvosoban stan CCA 50m2,https://olx.ba/artikal/69084714,270000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,2.0,50.0,Nenamješten,1,Plin,5400.0,,
"Četverosoban stan, 92m2 / Lužani / Ilidža",https://olx.ba/artikal/62452746,270000.0,Ilidža,Za renoviranje,Prodaja,Stan,4.0,92.0,Nenamješten,4,Centralno (gradsko),2934.782608695652,43.829714,18.301185
NN Nekretnine : Trosoban stan - Grbavica,https://olx.ba/artikal/70386432,270000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,53.0,Namješten,5,Plin,5094.33962264151,43.848962,18.38971
PRODAJA -Stan Sarajevo - Novi Grad 55m2,https://olx.ba/artikal/70783659,270000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,55.0,Polunamješten,8,Centralno (gradsko),4909.090909090909,,
100834 Trosoban stan i 2 parking mjesta 53m2 Stari Grad,https://olx.ba/artikal/65567718,270000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,3.0,53.0,Namješten,0,Centralno (Plin),5094.33962264151,,
"LOCUS: Namješten dvosoban stan sa balkonom, Čengić Vila",https://olx.ba/artikal/63457903,270000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,53.0,Namješten,3,Centralno (gradsko),5094.33962264151,43.84732,18.370095
MY SPACE/ Stan/ Cengic Vila/ RENOVIRAN/ NAMJESTEN 53m2,https://olx.ba/artikal/54681404,270000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,53.0,Namješten,3,Centralno (gradsko),5094.33962264151,43.848218,18.371897
"Stan 50m2, strogi centar - ZettaNekretnine",https://olx.ba/artikal/66279432,270000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,2.0,50.0,Nenamješten,1,Ostalo,5400.0,43.85956,18.417319
Stan Sarajevo - Centar 42.29m2. Novogradnja.,https://olx.ba/artikal/71707912,270656.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,42.29,Nenamješten,5,Ostalo,6400.0,,
"Exkluzivno-namješten useljiv stan Stup Bulevar 56,50 m2",https://olx.ba/artikal/70908945,271200.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,56.5,Namješten,5,Plin,4800.0,43.839843,18.324215
"Exkluzivno-namješten useljiv stan Stup Bulevar 56,50 m2",https://olx.ba/artikal/70913621,271200.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,56.5,Namješten,3,Plin,4800.0,43.839812,18.324215
Trosoban stan - Senada Mandića Dende - Vojničko Polje,https://olx.ba/artikal/70810846,272000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,3.0,62.0,Nenamješten,4,Ostalo,4387.096774193548,43.840954,18.340289
"Prodaja Brace Eskenazi, Stari grad",https://olx.ba/artikal/67527521,273000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,53.0,Namješten,4,Centralno (Plin),5150.943396226415,,
"APARTMAN NA TOP LOKACIJI SA VELIKOM TERASOM, BJELAŠNICA",https://olx.ba/artikal/68053537,273600.0,Trnovo,Renoviran,Prodaja,Apartman,2.0,57.0,Namješten,0,Centralno (Plin),4800.0,43.665483,18.446512
"NOVOGRADNJA BJELAŠNICA!Dvosoban apartman,49m2",https://olx.ba/artikal/65951700,273680.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,49.0,Nenamješten,2,Struja,5585.306122448979,43.716609,18.287018
SIGENX prodaje Dvosoban stan/ NOVO/ Dobrinja/ Jug/ Balkon,https://olx.ba/artikal/70602473,275000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,58.0,Polunamješten,1,Centralno (Plin),4741.379310344828,,
"Lijep i svijetao dvosoban stan, Grbavica",https://olx.ba/artikal/70863899,275000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,54.0,Nenamješten,4,Centralno (gradsko),5092.592592592592,,
Trosoban stan prodaja Aneks Sarajevo,https://olx.ba/artikal/71680952,275000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,74.0,Namješten,4,Centralno (gradsko),3716.216216216216,43.842898,18.356011
TOTAL PRO/ Dvosoban stan 58 m2 / Stup Ilidža,https://olx.ba/artikal/67128007,275000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,58.0,Namješten,7,Plin,4741.379310344828,43.83898,18.325709
MY SPACE/ Stan/ Dobrinja/ 70(89) m2,https://olx.ba/artikal/66988941,275000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,70.0,Nenamješten,8,Centralno (gradsko),3928.571428571429,43.832595,18.343873
Dobrinja 1 - Dvosoban stan CCA 57m2,https://olx.ba/artikal/68020126,275000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,57.0,Namješten,2,Struja,4824.561403508772,,
NOVOGRADNJA DOBRINJA:Dvosoban stan s terasom,https://olx.ba/artikal/63828449,276615.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,68.0,Nenamješten,0,Centralno (gradsko),4067.867647058824,,
UKNJIZENO/62m2/trosoban stan/Stup/Ilidža/NINA-STAN,https://olx.ba/artikal/53380709,276900.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,62.0,Nenamješten,1,Centralno (gradsko),4466.129032258064,43.84537,18.310295
MY SPACE/ Stan/ Cengic Vila/ RENOVIRAN/ 54m2,https://olx.ba/artikal/71514456,278000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,54.0,Namješten,4,Centralno (gradsko),5148.148148148148,43.847254,18.370119
MY SPACE/ Stan/ Alipasino polje/ RENOVIRAN/ NAMJESTEN/ 65 m2,https://olx.ba/artikal/70259588,278000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,65.0,Namješten,14,Centralno (gradsko),4276.923076923077,,
"Exkluzivno-namješten useljiv stan Stup Bulevar 58,11 m2",https://olx.ba/artikal/70912882,278928.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,58.11,Namješten,3,Plin,4800.0,43.839812,18.324086
"Trosoban stan od 69m2 sa balkonom, Koševsko brdo",https://olx.ba/artikal/65937976,279000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,69.0,Namješten,0,Plin,4043.478260869565,43.865961,18.404291
"AURA/ Dvoetažni stan 88m2 / Novo Sarajevo, Velešići",https://olx.ba/artikal/70286438,279000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,3.0,88.0,Polunamješten,1,Centralno (Plin),3170.454545454545,43.863552,18.399966
Stan Sarajevo - Centar 65.4m2,https://olx.ba/artikal/68521797,280000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,65.4,Nenamješten,3,Centralno (Plin),4281.345565749235,,
Stan Sarajevo - Novi Grad,https://olx.ba/artikal/70782562,280000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,70.0,Polunamješten,3,Centralno (Plin),4000.0,43.855536,18.366261
Stan Sarajevo - Novo Sarajevo Cengic Vila,https://olx.ba/artikal/70337428,280000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,3.0,56.0,Nenamješten,-1,Centralno (gradsko),5000.0,43.850234,18.375014
Dvosoban ili trosoban stan / Novo Sarajevo,https://olx.ba/artikal/65976053,280000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,65.0,Nenamješten,2,Centralno (gradsko),4307.692307692308,43.848504,18.36161
"Prodaja - Dvosoban stan, 60m2, Dobrinja 5",https://olx.ba/artikal/71827427,280000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,60.0,Namješten,8,Centralno (gradsko),4666.666666666667,,
"CASA MIA / Apartman / 44,78 m2/ Dvosoban / Bjelašnica",https://olx.ba/artikal/58803494,280000.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,44.78,Polunamješten,1,Struja,6252.791424743189,43.716064,18.288595
Funkcionalan stan na odličnoj lokaciji,https://olx.ba/artikal/71363926,280000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,49.0,Namješten,0,Plin,5714.285714285715,43.8591,18.404626
"Exkluzivno-namješten useljiv stan Stup Bulevar 58,72 m2",https://olx.ba/artikal/70910962,281856.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,58.72,Namješten,4,Plin,4800.0,43.839874,18.324172
Novogradnja Twins trosoban stan 69 m2 Nedžarići,https://olx.ba/artikal/71071017,282982.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,3.0,69.0,Nenamješten,1,Plin,4101.188405797101,,
Novogradnja - Nedžarići trosoban stan 69 m2 - ZettaNekretnine,https://olx.ba/artikal/64829188,282982.0,Sarajevo - Novi Grad,U izgradnji,Prodaja,Stan,3.0,69.02,Nenamješten,1,Plin,4100.0,43.835308,18.335029
"LOCUS prodaje: Trosoban stan, Velešići, Novo Sarajevo",https://olx.ba/artikal/68281512,284000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,73.0,Polunamješten,2,Plin,3890.4109589041095,,
Stan Ilidža,https://olx.ba/artikal/71515345,285000.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,52.0,Nenamješten,1,Ostalo,5480.769230769231,43.838505,18.297714
Stan Naselje Miljacka 45m2 Sarajevo Otoka,https://olx.ba/artikal/71359177,285000.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,45.0,Polunamješten,5,Centralno (Kotlovnica),6333.333333333333,,
Luksuzno adaptiran dvoiposoban stan Alipašino,https://olx.ba/artikal/69892404,285000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,60.0,Namješten,0,Centralno (gradsko),4750.0,43.841634,18.346874
"LOCUS: Dvosoban stan sa dva balkona, Otoka, Novi Grad",https://olx.ba/artikal/64259358,288000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,2.0,58.0,Polunamješten,0,Centralno (gradsko),4965.517241379311,43.848079,18.364695
TOTAL PRO / Dvosoban stan 64m2 / Čengić Vila,https://olx.ba/artikal/69574629,288000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,64.0,Polunamješten,5,Centralno (gradsko),4500.0,43.851231,18.366598
"Stup | S12 52,39m2 LA | Novogradnja | Ulica Stupska",https://olx.ba/artikal/71636623,288145.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,52.39,Nenamješten,2,Struja,5500.0,,
"Trosoban stan Alipašino polje ""B"" faza",https://olx.ba/artikal/70934356,289000.0,Sarajevo - Novi Grad,Parcijalno renoviran,Prodaja,Stan,3.0,70.0,Polunamješten,8,Centralno (gradsko),4128.571428571428,43.842342,18.346986
"Dobrinja, stan 89m2 s dvorištem - ZettaNekretnine",https://olx.ba/artikal/70857370,289000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,89.0,Namješten,0,Centralno (gradsko),3247.191011235955,43.827994,18.356587
"PROSTOR prodaje: Četverosoban stan, Dobrinja 3",https://olx.ba/artikal/67274525,289000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,82.0,Namješten,0,Centralno (gradsko),3524.390243902439,43.830011,18.351572
Dvosoban stan - Novo Sarajevo - Grbavica - 51 m2,https://olx.ba/artikal/71578642,289900.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,51.0,Namješten,3,Struja,5684.313725490196,43.849111,18.39906
CAPITAL/ Dvosoban stan Grbavica/ 1.sprat/ 55m2/ K.Kapetanovića,https://olx.ba/artikal/66560495,290000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,55.0,Namješten,1,Centralno (gradsko),5272.727272727273,43.851348,18.392104
"AURA/ Stan 44m2 / Stari Grad, Čobanija",https://olx.ba/artikal/65976266,290000.0,Sarajevo - Stari Grad,Parcijalno renoviran,Prodaja,Stan,1.0,44.0,Namješten,1,Centralno (Plin),6590.909090909091,43.856231,18.426246
"IZUZETNO FUNKCIONALAN ČETVOROSOBAN STAN, ALIPAŠINO",https://olx.ba/artikal/71296962,290000.0,Sarajevo - Novi Grad,Dobro stanje,Prodaja,Stan,4.0,81.0,Nenamješten,5,Centralno (gradsko),3580.246913580247,43.842222,18.342661
MY SPACE/ Stan/ Centar/ 70 m2,https://olx.ba/artikal/66346410,290000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,70.0,Nenamješten,0,Struja,4142.857142857143,,
MY SPACE/ Stan/ Drvenija/ RENOVIRAN/ NAMJESTEN/ 44 m2,https://olx.ba/artikal/71357676,290000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,44.0,Namješten,1,Plin,6590.909090909091,,
Trosoban stan - Centar - Koševsko brdo - 62 m2,https://olx.ba/artikal/71456063,290000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,3.0,62.0,Namješten,3,Struja,4677.419354838709,43.867269,18.403991
Stanovi i apartmani Sarajevo - Novi Grad,https://olx.ba/artikal/71537109,290000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,2.0,59.0,Namješten,6,Centralno (gradsko),4915.254237288135,43.842247,18.350726
CASA MIA / Dvoosoban stan / 60 m2 / Grbavica / Novo Sarajevo,https://olx.ba/artikal/70499166,290000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,60.0,Polunamješten,0,Plin,4833.333333333333,43.849001,18.392038
"Trosoban stan 70m2, Centar - ZettaNekretnine",https://olx.ba/artikal/66094347,290000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,3.0,70.0,Nenamješten,0,Centralno (gradsko),4142.857142857143,,
Centar/Džidžikovac - Trosoban stan CCA 70m2,https://olx.ba/artikal/67895451,290000.0,Sarajevo - Centar,Parcijalno renoviran,Prodaja,Stan,3.0,70.0,Nenamješten,0,Plin,4142.857142857143,43.862151,18.414188
NN Nekretnine: Dvosoban stan - Drvenija - Stari Grad,https://olx.ba/artikal/58825499,290000.0,Sarajevo - Stari Grad,Renoviran,Prodaja,Stan,2.0,44.0,Namješten,1,Plin,6590.909090909091,43.856339,18.42734
NN Nekretnine : Trosoban stan - Josipa Vancaša - Centar,https://olx.ba/artikal/68071291,290000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,70.0,Nenamješten,0,Plin,4142.857142857143,,
Apartman Bjelašnica - novogradnja,https://olx.ba/artikal/64669573,290524.0,Trnovo,Novogradnja,Prodaja,Apartman,2.0,55.87,Polunamješten,1,Struja,5200.0,,
VRTOVI SUNCA - Trosoban stan 77.63m2,https://olx.ba/artikal/68077815,291000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,77.63,Nenamješten,0,Plin,3748.550817982739,43.879059,18.415535
"Dvosoban stan 43 - 69m2, Breka - ZettaNekretnine",https://olx.ba/artikal/66584419,292400.0,Sarajevo - Centar,U izgradnji,Prodaja,Stan,2.0,46.22,Nenamješten,1,Ostalo,6326.265685850281,43.870354,18.421078
GRUNT - Stan Sarajevo - Novi Grad Dobrinja 65m2,https://olx.ba/artikal/71007493,292500.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,65.0,Nenamješten,6,Centralno (Plin),4500.0,,
UNIKOD - Stupska 1F-71.7 m2 + garaža 7.sprat,https://olx.ba/artikal/71200886,292500.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,71.7,Namješten,7,Centralno (gradsko),4079.497907949791,43.841861,18.325846
MY SPACE/ Stan/ Pejton/ NOVOGRADNJA/ 71 m2,https://olx.ba/artikal/65208428,294000.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,71.0,Nenamješten,0,Struja,4140.845070422535,,
Prodajem stan Vogošća 65m2,https://olx.ba/artikal/67808543,295000.0,Vogošća,Dobro stanje,Prodaja,Stan,3.0,65.0,Polunamješten,1,Centralno (Plin),4538.461538461538,43.901488,18.343375
Stan Sarajevo - Centar,https://olx.ba/artikal/71576761,295000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,2.0,49.0,Namješten,0,Struja,6020.408163265306,43.860041,18.412776
"PROSTOR prodaje: Trosoban stan, 76m2, Marijin Dvor",https://olx.ba/artikal/67168686,295000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,76.13,Polunamješten,2,Plin,3874.950742151583,,
TOTAL PRO/ Jednoiposoban stan 48 m2 / Jezero / Centar,https://olx.ba/artikal/67166637,295000.0,Sarajevo - Centar,Renoviran,Prodaja,Stan,1.0,48.0,Namješten,0,Struja,6145.833333333333,43.859868,18.412827
"PROSTOR prodaje: Trosoban stan, Marijin Dvor",https://olx.ba/artikal/67168409,295000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,3.0,68.0,Polunamješten,1,Plin,4338.235294117647,43.858918,18.41115
"Vrtovi Sunca, dvosoban stan, prizemlje",https://olx.ba/artikal/65172748,296000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,77.0,Nenamješten,0,Plin,3844.155844155844,,
LUKSUZNA NOVOGRADNJA dvosoban stan 44 m2 Breka Himze Polovine,https://olx.ba/artikal/67525367,296888.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,44.0,Nenamješten,0,Struja,6747.454545454545,,
MY SPACE/ Stan/ Pejton/ RENOVIRAN/ 57 m2,https://olx.ba/artikal/69913817,298700.0,Ilidža,Renoviran,Prodaja,Stan,3.0,57.0,Polunamješten,2,Centralno (Plin),5240.350877192983,43.835208,18.303712
"PROSTOR prodaje:Dvosoban stan sa garažom, Stup",https://olx.ba/artikal/68055276,299000.0,Ilidža,Dobro stanje,Prodaja,Stan,2.0,48.0,Namješten,2,Centralno (gradsko),6229.166666666667,,
Trosoban stan prodaja Vraca Sarajevo,https://olx.ba/artikal/71511641,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,68.0,Namješten,6,Centralno (Plin),4397.058823529412,43.847484,18.39928
"PROSTOR prodaje: Dvosoban stan sa tavanom, Centar",https://olx.ba/artikal/66464140,299000.0,Sarajevo - Centar,Dobro stanje,Prodaja,Stan,2.0,60.0,Nenamješten,3,Plin,4983.333333333333,43.861672,18.414677
MY SPACE/ Stan/ Grbavica/ NAMJESTEN/ 53 m2,https://olx.ba/artikal/68206302,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,53.0,Namješten,1,Centralno (gradsko),5641.509433962264,,
MY SPACE/ Stan/ Cengic Vila/ 54 m2,https://olx.ba/artikal/69527163,299000.0,Sarajevo - Novo Sarajevo,Za renoviranje,Prodaja,Stan,2.0,54.0,Nenamješten,3,Centralno (gradsko),5537.037037037037,,
"PROSTOR prodaje: Trosoban stan, 84m2, Pejton, Ilidža",https://olx.ba/artikal/71296612,299000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,84.0,Nenamješten,4,Centralno (gradsko),3559.5238095238096,43.834357,18.306755
MY SPACE/ Stan/ Vogosca/ RENOVIRAN/ 66(76) m2,https://olx.ba/artikal/68206974,299000.0,Vogošća,Renoviran,Prodaja,Stan,3.0,66.0,Nenamješten,1,Plin,4530.30303030303,43.899806,18.34354
Dvosoban/ Novo Sarajevo/ Cengic Vila/ 70 m2,https://olx.ba/artikal/66262137,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,3.0,70.0,Namješten,6,Plin,4271.428571428572,,
Dvosoban stan - Novo Sarajevo - Grbavica 2 - 53 m2,https://olx.ba/artikal/68817315,299000.0,Sarajevo - Novo Sarajevo,Dobro stanje,Prodaja,Stan,2.0,53.0,Namješten,1,Centralno (gradsko),5641.509433962264,43.851398,18.392489
"Winter Park Residence, Apartman (43.51m2), Bjelašnica",https://olx.ba/artikal/70006426,299113.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Apartman,2.0,43.51,Namješten,0,Struja,6874.580556193979,43.714502,18.286097
"Četverosoban stan Stup Tibra Ilidža 85,5 m2",https://olx.ba/artikal/71594811,299900.0,Ilidža,Novogradnja,Prodaja,Stan,4.0,85.0,Nenamješten,13,Centralno (Kotlovnica),3528.235294117647,43.840667,18.325552
MODERNO RENOVIRAN I OPREMLJEN ČETVOROSOBAN STAN,https://olx.ba/artikal/66616379,299900.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,4.0,76.0,Namješten,20+,Struja,3946.052631578948,,
UNIKOD - Stan Envera Šehovića 7 (Dolac Malta) - 55 m2,https://olx.ba/artikal/70294605,300000.0,Sarajevo - Novo Sarajevo,Renoviran,Prodaja,Stan,2.0,55.0,Namješten,8,Centralno (gradsko),5454.545454545455,43.853525,18.382633
Dvosoban Stan Sarajevo - Centar/Kromolj,https://olx.ba/artikal/67686346,300000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,2.0,53.0,Namješten,1,Centralno (Kotlovnica),5660.377358490566,,
NOVOGRADNJA NEDŽARIĆI:Trosoban stan 54-71 popust 7%,https://olx.ba/artikal/65953294,301510.0,Ilidža,Novogradnja,Prodaja,Stan,3.0,54.0,Nenamješten,0,Plin,5583.518518518518,43.842149,18.334248
AURA/ Nov Studio apartman / Ilidža,https://olx.ba/artikal/56249873,302900.0,Ilidža,Novogradnja,Prodaja,Apartman,,46.0,Nenamješten,9,Struja,6584.782608695652,,
Stan Lužani,https://olx.ba/artikal/71237048,305000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,71.0,Namješten,3,Centralno (gradsko),4295.774647887324,43.830123,18.29828
"PROSTOR prodaje: Trosoban stan, 77m2, Alipašino polje",https://olx.ba/artikal/68940670,305000.0,Sarajevo - Novi Grad,Renoviran,Prodaja,Stan,3.0,77.0,Namješten,3,Centralno (gradsko),3961.038961038961,,
"NOVOGRADNJA CENTAR! Trosoban stan, 61 m2",https://olx.ba/artikal/66014367,305800.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,61.0,Nenamješten,0,Ostalo,5013.11475409836,43.87883,18.41566
Trosoban stan Stup Ilidža Sarajevo 66 m2,https://olx.ba/artikal/70557078,306000.0,Ilidža,Dobro stanje,Prodaja,Stan,3.0,66.0,Polunamješten,7,Centralno (Plin),4636.363636363636,,
Dvosoban stan Bulevar,https://olx.ba/artikal/66981219,307000.0,Ilidža,Novogradnja,Prodaja,Stan,2.0,52.0,Namješten,5,Centralno (Kotlovnica),5903.846153846154,43.831431,18.3064
"Vrtovi Sunca, trosoban stan, prizemlje",https://olx.ba/artikal/65180492,307000.0,Sarajevo - Centar,Novogradnja,Prodaja,Stan,3.0,87.0,Nenamješten,0,Plin,3528.735632183908,,
NN Nekretnine : Dvosoban stan - Avenija / Nova Otoka,https://olx.ba/artikal/71730346,307200.0,Sarajevo - Novi Grad,Novogradnja,Prodaja,Stan,2.0,48.0,Namješten,2,Ostalo,6400.0,,
