title,url,price_numeric,municipality,rooms,square_m2,equipment,description,price_per_m2
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501654,,,Petosoban,150.0,"Balkon, Telefonski priključak, Struja, Namješten, Internet","Subota kao i uvijek. Predstavljamo zasigurno jedinstven stan u opcini Novo Sarajevo. Radi se o stanu od 150 kvadrata rasporedjonom na dvije etaže i dvostranom orijentacijom jug-sjever. Smješten na 5, ujedno i poseljednjem spratu zgrade bez lifta i ovdje se radi o nadogradnji iz 2004. godine. Stan ima 4 spavace sobe, a kupatila, dva balkona, radnu sobu, posebno kuhinju i trpezariju. Za vise detalja pogledajte naš famozni 360/3D virtualni prikaz ove nekretnine. Uživajte! Agent Haris 062 801 801 https://embed.ricohtours.com/c7e73dca-fa8b-4a89-a067-4d0a6ed46d77/84662b3d-4bce-4a2b-9b4b-89afaf390968 ID CODE: 500812 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501663,,,Jednosoban,60.0,"Balkon, Telefonski priključak, Struja, Namješten, Internet, Podrum","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja izuzetno intresantan stan na lokaciji Pejton Ilidža Prodaje se prostran dvosoban stan, površine 60 kvadratnih metara, sa balkonom, koji smješten na drugom spratu stambene zgrade na Ilidži, u ulici 12 Mart. Zgrada u kojoj je smješten stan je izgrađena početkom sedamdesetih godina, stan je orjentisan ka jugu, a sadrži: dnevnu sobu, spavaću sobu, kuhinju sa prostranom trpezarijom, kupatilo, ulazni hol, balkon i podrum. Stan je priključen na sistem etažnog plinskog grijanja. Stanje interijera je dosta dobro, jer je isti renovirao u više navrata prije. Vanjska stolarija PVC Saplast dok je unutrašnja drvena stolarija. Na linku ispod možete pogledati detaljno nas 360°/3d virtualni prikaz nekretnine. Stanpromet.ba - Agencija za nekretnine Agent Ahmed 062943331 ID CODE: 500777 Amar Raščić Voditelj ureda Mob: 062943332 Tel: 033848484 E-mail: kancelarija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501672,380000.0,,Četverosoban,150.0,"Centralno grijanje, Telefonski priključak, Struja, Video nadzor","Stanpromet.ba - agencija za nekretnine objavljuje prodaju u potpunosti renoviranog stana austrougarskog stila. Nalazi se na Skenderiji, na drugom spratu zgrade bez lifta, u ulici Hamdije Kresevljakovica. Stan u svojih 150 kvadrata ima 4 spavace sobe, dva kupatila, i dvostrano je orijentisan sa etaznim plinskim grijanjem. Idealna prilika za ljubitelje ovih nekretnina, moze posluziti kao stan a moze i kao poslovni prostor. Detalje o stanu, sami izgled i raspored pogledajte na linku ispod, prezentacija 360°. Za sve druge detalje, cijenu i uslove kupovine javite se. Stanpromet.ba - agencija za nekretnine Agent Haris 062 801 801 ID CODE: 500732 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",2533.333333333333
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501677,620000.0,,Dvosoban,109.0,"Centralno grijanje, Telefonski priključak, Struja, Klima, Internet, Video nadzor","A sad ono spektakl! Prodajemo gala trosoban stan u Sarajevskoj ulici Ferhadija, dvostrano orijentisan, drugi sprat i nije posljednji, renoviran prije par godina detaljno, po strukturi trosoban sa dvije spavace sobe. Etazno plinsko grijanje, klimatiziran... Povrsina stana je 109 kvadrata. Za sve druge info pozovite svog agenta. Stanpromet.ba - agencija za nekretnine Agent Haris 062 801 801 ID CODE: 500718 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",5688.073394495413
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501682,175000.0,,Dvosoban,56.0,"Centralno grijanje, Telefonski priključak, Struja, Internet","Prodaja trosoban stan Obala Kulina Bana, Sarajevo. Prodajemo stan od stvarnih 60 a uknjizenih 56 kvadrata na visokom prizemlju stambene zgrade. *dvostrano orijentisan *renoviran * etazno plinsko grijanje *podrumska prostorija * trosoban * uredna dokumentacija Cijena 175.000 KM AGENT Haris 062 801 801 ID CODE: 500706 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",3125.0
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501684,,,Četverosoban,114.0,"Garaža, Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Namješten, Internet, Podrum, Video nadzor","Po obećanju našeg agenta, donosimo zasigurno jedan od pet najboljih i najljepših apartmana za prodaju na našoj olimpijskoj ljepotici Bjelasnici. Na linku ispod imate priliku detaljno prosetati kroz ovu unikatnu nekretninu, kroz nas stvarni i realni 360 virtualni prikaz nekretnine. Pa da kratko napisemo par detalja: *Nov i nekoristen stan, tek zavrsen i opremljen najmodernijim materijalima te funkcionalnim tehnickim uredjajima * Povrsina stana bez vanjske terase je 114 kvadrata, a sastoji se od dvije zasebne cijeline, dakle veci apartman sa dvije spavace sobe i pogledom na stazu i to direktnim, te manji apartman sa jednom spavacom sobom i izlazom na veliku vlastitu terasu ( za pravljenje snijeska ID CODE: 500694 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501690,220000.0,,Jednosoban,60.0,"Telefonski priključak, Struja, Namješten, Klima, Internet","Prodaja dvosoban i opremljen stan Centar Sarajevo, zbog svoje lokacije i pozicije moze biti i koristen kao poslovni prostor, kancelarije, za advokate, notare i slicno. Stanpromet.ba - agencija za nekretnine nudi odličan dvosoban stan za nprodaju u suhom centru grada. Ulica Prušćakova. Smješten na prizemlju stambene zgrade. Stan je opremljen, renoviran, i osiguran blindiranim vratima te vanjskim zaluzinama na svim prozorima. Sastoji se od ulaznog hodnika, ostave, kuhinje i trpezarije, dnevnog boravka te spavaće sobe. Grijanje je centralno gradsko. Lokacija je ta koja daje ovoj nekretnini sve prednosti, na samo 100 metara od glavne ceste. Za sve info pozovite svog agenta. Agent Haris 062 801 801 ID CODE: 500652 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",3666.6666666666665
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501694,188000.0,,Dvosoban,93.0,"Telefonski priključak, Struja, Klima, Internet","Stanpromet.ba - agencija za nekretnine objavljuje na prodaju trosoban stan od 92m2 pozicioniran na 3(od 4) spratu zgrade bez lifta u naselju Velešići, Novo Sarajevo. Po strukturi trosoban, sastoji se od centralnog ulaznog hodnika, dnevne sobe sa balkonom, izdvojene kuhinje sa trpezarijom , dvije spavaće sobe i kupatilo i mali WC. Dvostrana orijentacija. Zgrada napravljena 2003 godine. Grijanje je centralno plinsko. Stan je klimatiziran Stanpromet.ba - agencija za nekretnine Agent Hadis 062830830 ID CODE: 500636 Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",2021.505376344086
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501700,375000.0,,Dvosoban,154.0,"Balkon, Telefonski priključak, Struja, Namješten, Klima, Internet, Podrum","Ljubitelji stare dobre Breke, ljubitelji prostora i kvadrata, došli ste na svoje. Stanpromet.ba - agencija za nekretnine ponosno objavljuje prodaju potpuno jedinstvenog dvoetažnog stana na Breci. Smješten u ulici Himze Polovine na 4 spratu zgrade bez lifta. Ima uknjiženih 154 kvadrata, rasporedjenih idealno i idealno povezanih unutrašnjim stepenicama. Dvostrano orijentisan i renoviran i nanovo napravljen što bi se reklo TOP! E sad, za početak sve detaljno pogledajte na našem nenadmašnom virtualnom obilasku. Klik na link i sliku ispod. Drugi detalji pozivom agentu Haris 062 801 801 ID CODE: 500620 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",2435.064935064935
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501709,155000.0,,Jednosoban,56.0,"Balkon, Centralno grijanje, Telefonski priključak, Lift, Namješten, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine najavljuje prodaju super dvosobnog stana sa balkonom i garderoberom. Smjesten u naselju Tibra 1, Buca Potok. Drugi sprat i 56 m2. Stan je potpuno sređen i opremljen, nanovo urađeno kupatilo, kamin, klima, blindo vrata, opremljena kuhinja, U nastavku naš jedinstveni 360 ° virtualni prikaz nekretnine i okoline. #ljudiinekretnine Agencija za nekretnine Stanpromet.ba Agent Haris 062 801 801 ID CODE: 500566 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",2767.8571428571427
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501714,,,Trosoban,150.0,"Garaža, Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Namješten, Klima, Internet","Stanpromet.ba - agencija za nekretnine danas u punom zanosu, definitivno imamo šta predstaviti. Nesvakidašnja nekretnina za prodaju. Nov penthouse sa tri spavaće sobe, dotjeran i sređen do perfekcije. Smješten u zgradi novije gradnje u naselju Velešići. Raspoređen na dvije etaže, centralno grijanje, balkon, pogled, i strašan i rijetko viđen kvalitet završnih radova kao i samog namještaja i opreme. Uz stan ide i garaža u istom kompleksu. Uživajte u našoj fantastičnoj 360° prezentaciji ove unikatne nekretnine. Doduše nije za svakoga, ali smo sigurni da će ova nekretnina pronaći svoju srodnu dušu. Za sve informacije kao i termin obilaska pozovite Vašeg agenta za nekretnine! Certificirani agent Haris Kadić Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +387 62 801 801 agencija@stanpromet.ba ID CODE: 500538 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501716,530000.0,,Trosoban,99.0,"Garaža, Balkon, Centralno grijanje, Telefonski priključak, Struja, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine izdvaja moderan stan sa tri spavaće sobe, baštom i dvije garaze za prodaju. Nalazi se na samo par stotina metara od srca Baščaršije u zgradama kvalitetne gradnje. Ima.površinu od 100 kvadrata plus bašta od 150 kvadrata. Nedavno renoviran i opremljen, spreman za novu priču. Za više informacija o prodaji ove nekretnine, cijeni pozovite svoju agenciju za nekretnine. Na linku ispod možete pregledati detalje samog stana kroz našu 360 virtualnu prezentaciju. Stanpromet.ba - agencija za nekretnine Agent Haris 062 801 801 ID CODE: 500522 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",5353.535353535353
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501718,,,Trosoban,141.0,"Garaža, Balkon, Telefonski priključak, Struja, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine predstavlja posljednji od šest stanova u zgradi u izgradnji. ID 500506 Villa Terrazza Sarajevo Stan označen kao stan C2 i po strukturi je to četverosoban stan. Površina stambenog prostora je 103 kvadrata, površina pripadajuće terase je 151 kvadrata, i bašte 20 kvadrata. Uz stan dobijate zasebnu garažu plus dva vanjska parking mjesta. Stan 103 m2 Terasa 151 m2 Bašta 20 m2 Garaža 2 parking mjesta Svijetla visina stana 2.8 m Sauna i fitness​ Projektovana knjižna površina: 141 m2 Ukupna tlocrtna površina stana i terase: 254 m2 Za sve detalje pozovite svoju agenciju. Stanpromet.ba Agent Haris 062 801 801 Smart sistem: Upravljanje stanom pomoću mobilnog telefona ili tableta sa bilo koje lokacije u svijetu. Mogućnost upravljanja: Rasvjetom Sistemom grijanja TV, zvučnici Video nadzorom Zavjesama Glasovnom komandom za cijeli stan Garažna vrata, kapija Otključavanje (ulazak) vrata na otisak prsta + otključavanje putem mobilnog telefona Lokacija : Planirani objekat se nalazi 3,8 km od centra grada, naselje Kobilja Glava, u Sarajevu. Objekt je okružen prirodom s prekrasnim pogledom i svom potrebnom infrastrukturom. U blizini su: Adil-Begova džamija, autobuska stanica, supermarket, apoteka, ambulanta, pošta, osnovna škola, vrtić, mjesna zajednica, dječije igralište, mesnica, te ugostiteljski objekti. Stolarija: Kompletna unutrašnja stolarija je od punog drveta lakirana posljednom generacijom najkvalitetnijeg poliuretanskog laka Boja vrata je lakirana bijela Visina vrata u unutrašnjim prostorijama 2.5 m Aluminijska stolarija (vanjska stolarija izgrađena je od aluminijskih profila sa troslojnim staklima i refleksijom Klimatizacija: Nova generacija sistema za grijanje i hlađenje Zidni paneli Zidno grijanje-hlađenje izrađujemo od najkvalitetnijih komponenti, sa press-fiting tehnikom. Zidne panele postavljamo prije malterisanja na sam zid po unaprijed izrađenom projektu, izolovanom cijevnom mrežom povezujemo panele sa razdjeljnikom i sabirnikom, zatim se cijeli sistem stavlja pod pritisak, potom se zidovi malterišu. Prilikom grijanja cijela površina zida pokrivena panelima zrači toplotu. U ljetnom periodu se u cijevnom sistemu cirkuliše rashlađena voda (temperirana iznad tačke kondeza) i na taj način prirodno hladimo prostoriju U terasama je ugrađen sistem grijanja radi topljenja snijega na terasi Podovi: Bambusov parket Bambusov parket kao prirodan material je vrlo pogodna i zdrava vrsta poda koja je poželjna zbog dobre kvalitete i brojnih drugih prednosti. Bambusov parket je izuzetno tvrda podloga koja je jako jednostavna za održavanje. Bambus parket koji koristimo u izgradnji našeg objekta je 17 mm Horizontal Glossy. Pločice: Kupatila su obložena visokokvalitetnom italijanskom keramikom Terase su opremljene visokokvalitetnim neklizajućim pločicama ID CODE: 500506 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501719,,,Trosoban,117.0,"Garaža, Balkon, Telefonski priključak, Struja, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine predstavlja peti od šest stanova u zgradi u izgradnji. ID 500505 Villa Terrazza Sarajevo Stan označen kao stan C1 i po strukturi je to četverosoban stan. Površina stambenog prostora je 106.5 kvadrata, površina pripadajuće terase je 40 kvadrata, i bašte 20 kvadrata. Uz stan dobijate zasebnu garažu plus dva vanjska parking mjesta. Stan 106,5 m2 Terasa 40 m2 Bašta 20 m2 Garaža 2 parking mjesta Svijetla visina stana 2.8 m Sauna i fitness​ Projektovana knjižna površina: 117 m2 Ukupna tlocrtna površina stana i terase: 146,5 m2 Za sve detalje pozovite svoju agenciju. Stanpromet.ba Agent Haris 062 801 801 Smart sistem: Upravljanje stanom pomoću mobilnog telefona ili tableta sa bilo koje lokacije u svijetu. Mogućnost upravljanja: Rasvjetom Sistemom grijanja TV, zvučnici Video nadzorom Zavjesama Glasovnom komandom za cijeli stan Garažna vrata, kapija Otključavanje (ulazak) vrata na otisak prsta + otključavanje putem mobilnog telefona Lokacija : Planirani objekat se nalazi 3,8 km od centra grada, naselje Kobilja Glava, u Sarajevu. Objekt je okružen prirodom s prekrasnim pogledom i svom potrebnom infrastrukturom. U blizini su: Adil-Begova džamija, autobuska stanica, supermarket, apoteka, ambulanta, pošta, osnovna škola, vrtić, mjesna zajednica, dječije igralište, mesnica, te ugostiteljski objekti. Stolarija: Kompletna unutrašnja stolarija je od punog drveta lakirana posljednom generacijom najkvalitetnijeg poliuretanskog laka Boja vrata je lakirana bijela Visina vrata u unutrašnjim prostorijama 2.5 m Aluminijska stolarija (vanjska stolarija izgrađena je od aluminijskih profila sa troslojnim staklima i refleksijom Klimatizacija: Nova generacija sistema za grijanje i hlađenje Zidni paneli Zidno grijanje-hlađenje izrađujemo od najkvalitetnijih komponenti, sa press-fiting tehnikom. Zidne panele postavljamo prije malterisanja na sam zid po unaprijed izrađenom projektu, izolovanom cijevnom mrežom povezujemo panele sa razdjeljnikom i sabirnikom, zatim se cijeli sistem stavlja pod pritisak, potom se zidovi malterišu. Prilikom grijanja cijela površina zida pokrivena panelima zrači toplotu. U ljetnom periodu se u cijevnom sistemu cirkuliše rashlađena voda (temperirana iznad tačke kondeza) i na taj način prirodno hladimo prostoriju U terasama je ugrađen sistem grijanja radi topljenja snijega na terasi Podovi: Bambusov parket Bambusov parket kao prirodan material je vrlo pogodna i zdrava vrsta poda koja je poželjna zbog dobre kvalitete i brojnih drugih prednosti. Bambusov parket je izuzetno tvrda podloga koja je jako jednostavna za održavanje. Bambus parket koji koristimo u izgradnji našeg objekta je 17 mm Horizontal Glossy. Pločice: Kupatila su obložena visokokvalitetnom italijanskom keramikom Terase su opremljene visokokvalitetnim neklizajućim pločicama ID CODE: 500505 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501720,,,Trosoban,114.0,"Garaža, Balkon, Telefonski priključak, Struja, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine predstavlja četvrti od šest stanova u zgradi u izgradnji. ID 500504 Villa Terrazza Sarajevo Stan označen kao stan B2 i po strukturi je to četverosoban stan. Površina stambenog prostora je 102.5 kvadrata, površina pripadajuće terase je 40 kvadrata, i bašte 30 kvadrata. Uz stan dobijate zasebnu garažu plus dva vanjska parking mjesta. Sa ovim stanom pričamo o podnim oblogama: Stan 102,5 m2 Terasa 40 m2 Bašta 30 m2 Garaža 2 parking mjesta Svijetla visina stana 2.8 m Sauna i fitness​ Projektovana knjižna površina: 113 m2 Ukupna tlocrtna površina stana i terase: 142,5 m2 Bambusov parket Bambusov parket kao prirodan material je vrlo pogodna i zdrava vrsta poda koja je poželjna zbog dobre kvalitete i brojnih drugih prednosti. Bambusov parket je izuzetno tvrda podloga koja je jako jednostavna za održavanje. Bambus parket koji koristimo u izgradnji našeg objekta je 17 mm Horizontal Glossy. Za sve detalje pozovite svoju agenciju. Stanpromet.ba Agent Haris 062 801 801 Smart sistem: Upravljanje stanom pomoću mobilnog telefona ili tableta sa bilo koje lokacije u svijetu. Mogućnost upravljanja: Rasvjetom Sistemom grijanja TV, zvučnici Video nadzorom Zavjesama Glasovnom komandom za cijeli stan Garažna vrata, kapija Otključavanje (ulazak) vrata na otisak prsta + otključavanje putem mobilnog telefona Lokacija : Planirani objekat se nalazi 3,8 km od centra grada, naselje Kobilja Glava, u Sarajevu. Objekt je okružen prirodom s prekrasnim pogledom i svom potrebnom infrastrukturom. U blizini su: Adil-Begova džamija, autobuska stanica, supermarket, apoteka, ambulanta, pošta, osnovna škola, vrtić, mjesna zajednica, dječije igralište, mesnica, te ugostiteljski objekti. Stolarija: Kompletna unutrašnja stolarija je od punog drveta lakirana posljednom generacijom najkvalitetnijeg poliuretanskog laka Boja vrata je lakirana bijela Visina vrata u unutrašnjim prostorijama 2.5 m Aluminijska stolarija (vanjska stolarija izgrađena je od aluminijskih profila sa troslojnim staklima i refleksijom Klimatizacija: Nova generacija sistema za grijanje i hlađenje Zidni paneli Zidno grijanje-hlađenje izrađujemo od najkvalitetnijih komponenti, sa press-fiting tehnikom. Zidne panele postavljamo prije malterisanja na sam zid po unaprijed izrađenom projektu, izolovanom cijevnom mrežom povezujemo panele sa razdjeljnikom i sabirnikom, zatim se cijeli sistem stavlja pod pritisak, potom se zidovi malterišu. Prilikom grijanja cijela površina zida pokrivena panelima zrači toplotu. U ljetnom periodu se u cijevnom sistemu cirkuliše rashlađena voda (temperirana iznad tačke kondeza) i na taj način prirodno hladimo prostoriju U terasama je ugrađen sistem grijanja radi topljenja snijega na terasi Podovi: Bambusov parket Bambusov parket kao prirodan material je vrlo pogodna i zdrava vrsta poda koja je poželjna zbog dobre kvalitete i brojnih drugih prednosti. Bambusov parket je izuzetno tvrda podloga koja je jako jednostavna za održavanje. Bambus parket koji koristimo u izgradnji našeg objekta je 17 mm Horizontal Glossy. Pločice: Kupatila su obložena visokokvalitetnom italijanskom keramikom Terase su opremljene visokokvalitetnim neklizajućim pločicama ID CODE: 500504 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=501721,,,Trosoban,131.0,"Garaža, Balkon, Telefonski priključak, Struja, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine predstavlja treći od šest stanova u zgradi u izgradnji. ID 500503 Villa Terrazza Sarajevo Stan označen kao stan B1 i po strukturi je to četverosoban stan. Površina stambenog prostora je 102.5 kvadrata, površina pripadajuće terase je 114 kvadrata, i bašte 30 kvadrata. Uz stan dobijate zasebnu garažu plus dva vanjska parking mjesta. Stan 102,5 m2 Terasa 114 m2 Bašta 30 m2 Garaža 2 parking mjesta Svijetla visina stana 2.8 m Sauna i fitness​ Projektovana knjižna površina: 131 m2 Ukupna tlocrtna površina stana i terase: 216,5 m2 Nova generacija sistema za grijanje i hlađenje Zidni i podni paneli Zidno i podno grijanje-hlađenje izrađujemo od najkvalitetnijih komponenti, sa press-fiting tehnikom. Zidne i podne panele postavljamo prije malterisanja i estriha na sami zid i pod po unaprijed izrađenom projektu, izolovanom cijevnom mrežom povezujemo panele sa razdjeljnikom i sabirnikom, zatim se cijeli sistem stavlja pod pritisak, potom se zidovi malterišu i postavlja estrih na podove. Prilikom grijanja cijela površina zida i poda pokrivena panelima zrači toplotu. U ljetnom periodu se u cijevnom sistemu cirkuliše rashlađena voda (temperirana iznad tačke kondeza) i na taj način prirodno hladimo prostoriju Grijno tijelo će biti visoko kvalitetni termo blok koji će i ujedno obezbijediti toplu sanitarnu vodu Idemo dalje, sutra novi stan ! Za sve detalje pozovite svoju agenciju. Stanpromet.ba Agent Haris 062 801 801 Smart sistem: Upravljanje stanom pomoću mobilnog telefona ili tableta sa bilo koje lokacije u svijetu. Mogućnost upravljanja: Rasvjetom Sistemom grijanja TV, zvučnici Video nadzorom Zavjesama Glasovnom komandom za cijeli stan Garažna vrata, kapija Otključavanje (ulazak) vrata na otisak prsta + otključavanje putem mobilnog telefona Lokacija : Planirani objekat se nalazi 3,8 km od centra grada, naselje Kobilja Glava, u Sarajevu. Objekt je okružen prirodom s prekrasnim pogledom i svom potrebnom infrastrukturom. U blizini su: Adil-Begova džamija, autobuska stanica, supermarket, apoteka, ambulanta, pošta, osnovna škola, vrtić, mjesna zajednica, dječije igralište, mesnica, te ugostiteljski objekti. Stolarija: Kompletna unutrašnja stolarija je od punog drveta lakirana posljednom generacijom najkvalitetnijeg poliuretanskog laka Boja vrata je lakirana bijela Visina vrata u unutrašnjim prostorijama 2.5 m Aluminijska stolarija (vanjska stolarija izgrađena je od aluminijskih profila sa troslojnim staklima i refleksijom Klimatizacija: Nova generacija sistema za grijanje i hlađenje Zidni paneli Zidno grijanje-hlađenje izrađujemo od najkvalitetnijih komponenti, sa press-fiting tehnikom. Zidne panele postavljamo prije malterisanja na sam zid po unaprijed izrađenom projektu, izolovanom cijevnom mrežom povezujemo panele sa razdjeljnikom i sabirnikom, zatim se cijeli sistem stavlja pod pritisak, potom se zidovi malterišu. Prilikom grijanja cijela površina zida pokrivena panelima zrači toplotu. U ljetnom periodu se u cijevnom sistemu cirkuliše rashlađena voda (temperirana iznad tačke kondeza) i na taj način prirodno hladimo prostoriju U terasama je ugrađen sistem grijanja radi topljenja snijega na terasi Podovi: Bambusov parket Bambusov parket kao prirodan material je vrlo pogodna i zdrava vrsta poda koja je poželjna zbog dobre kvalitete i brojnih drugih prednosti. Bambusov parket je izuzetno tvrda podloga koja je jako jednostavna za održavanje. Bambus parket koji koristimo u izgradnji našeg objekta je 17 mm Horizontal Glossy. Pločice: Kupatila su obložena visokokvalitetnom italijanskom keramikom Terase su opremljene visokokvalitetnim neklizajućim pločicama ID CODE: 500503 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
